total_pnl,wallet
1262634.36,Dx4fsGTvFSPL8MNiCfxhSkqrEWdC8xW7qNiTzaqfe17n
1261518.54,6H65RZiPZVK2zuxbhquxdfk6PHVFeCHBcB8rwBob1ZFd
1261218.78,CWc831f9TKJ8McwVdWwVx2MGPvJaSjtVszfjvdihsRdn
1259853.76,EKDB7EyLPD7a2Mqo7Kh8Y4aR7gD26VErY3yj41eZjwCJ
1259122.7,95PCAxYtmryWiEN9ZRBwr6pzeuVucxYpy2P23cm6emBZ
1258205.08,2bZuV31edRz9Cwzo41WY1f26LWUDt6LUvzVNt5r7F7qH
1255350.27,3XcHbc5Z7GfM3nXkP7NE8GT7ZawVsekxEfmPCofD1kcc
1254688.21,GRqN83HhzGE9xrbG2Gk1H71SdoggESQ9AwxnN6XWJU5r
1252739.13,FWuPsvShrLG4r6iYjc3dDCoPneHFdYqDGX4MXuhTDf6y
1252320.93,83yTgibj92jifRYZ8U6Yh2GNqLTQPYyNy3YFVmGZNskG
1248515.96,Dg34Qo3KSDuPxoy6fMnzDRycbXfZ3bhf1K82JoNDfrtm
1247934.86,3k7gm9PFHvfoBiZ1BGuC9ztVc2mnd3LcnoQmC4hdznjw
1247740.3,H2ezi2yokAaw71C2mJR29VTQUBNgTGB8qvzVvbSJpvxh
1245080.36,Boobs3wCx1GdcN1vAQLsUfQNoMeorZZARSgQExpszmjp
1245051.68,FhKg269h2FJeG5GUjx7FJqcUxe5jNRNgzYDtXNbjMZ4H
1244208.51,3RNJNvu77Fkw1viJZP3xG29JZT8po3jYRBfDRkYXUkyy
1242829.85,ByETnksPEnzhNjEhSNX2wqxurQthaXF3bps8bc8sZGfD
1241767.62,HeBHyXzwpynNFM6yjemWYie14rBWwTPiowN7qkX5HCL2
1238603.98,5qWCWMbi2pUoPQt43Ehvqy9mDT62yu4QpE66mDUkWzLc
1231838.87,9M5QGgUbL2VWniwgN6jTHwLJSyktgz738QjmbSWMhQS4
1230627.93,Bczb6aXPmkuWL4vPUNECqGxxqcHVfTJDsf1QHzykK768
1230068.83,D7y3RqsxJisoMNajax4hmjaFw5Q7tdkSsfebipj2ygk7
1226926.35,5cBuJYBroLGdHap5f4hp78wMaC9fEXwizEQzAVLhTSY5
1224209.08,Erm6WDByJsg3VLubXDwkApgpG7UPcCFDLGbPyLfw9aY2
1223696.36,8drE5TwyowssRKPWNZ2BaSYkauWnM9LSSw6mFyHbNJ9i
1222542.65,ACHhRQMbTxuWqU3bmbBbgUNGsPsYnvB8KLcPkkXCY1C7
1221621.69,3sXeWdYtotCFJEJ6CsEBd32nj3A8KhUR3rqX1n2Gwn7N
1219721.41,9zWX2pQMZY8CuGVQYJujkkhUxkU2CGBkaVmTAALJc4cK
1215365.37,2BU3NAzgRA2gg2MpzwwXpA8X4CCRaLgrf6TY1FKfJPX2
1211739.26,EzPj5P5jUWAQvuR8xwChFCt9Mue4CXxsC8ig9oD3ajUA
1210778.16,HyNiuntjo51d5paTG7rX5XLLAAi68GQMN1STwSmvna4F
1209890.2,GyhmtpsSS5YftjkRkFuqqAvV5hu1vR9EDfWnBMxcXihT
1208084.78,3FxiBcKSbLQVar7z899zfUf7ybw97tVggcHfBXADsamq
1207602.8,BWg7T2hD4FB4yQ9B3V2KfCxQHsuZc2byjMBrUUnSMB1A
1206228.35,2GtTDpNvwsd5Ho4p71FDaNuhNi6M2DPg1iu13EJfqbSg
1204043.62,ZBrbp9G8hkX1AiGq665nqcf1rCKp3SQubbJempg9P7i
1196296.37,EBNqLLdpcgJQRa766JUpRatnxqPfHcTwcyHymyhr62cU
1195477.65,AaQtXpw8wsFyMs2pkb2uFqR7cZQWGXZ1GbmfewbwAQy1
1194231.67,5XdgZ895qjy7WSNJ1wwRYdJLV98AjZ4VPp4FjMeQvb6Y
1191351.79,EZopeJNmE6WQSnfRyQaxJ29psZP1KBv2WWqQzNbPZnTr
1187147.86,Hiy2cDgGJGLT32tLQmtRCXTagGrT1JHsHAf71uZiNR9c
1184749.07,DBGAf7CyuNAX43cJxfjnaNd9CEWhv7DpCBuQAJzcN54y
1184729.86,eRM8nN1box2arCBGHcMjn9eTr75zmeffiimq4KtH8No
1182981.59,928HvrAk5YVgksEP87KixnkhqjXTcagYYmZfZzSgLq8T
1174644.51,GbiKcGuQeYJuAhmmVzaM9D4ivLRM8q7o7a2gvRevmBVW
1173919.91,4NfwPyCRv81vmhWhTgbrvT6StNfFny9PCuuVq1efcUz9
1173796.12,4zhALcaaGZQGexZE7VpX5Nk1ihHRDz9nfGCSt3FRy4z1
1167054.44,EcAaFpDAn2NjtsEfAuSvUjc1Hjoid977dwKWqq5JEzhh
1165152.89,6Tp4e9y6pvXqADaYAFanJiUV5pU4TubTBppErx7op9b5
1164211.13,EuidCxJhpDbeNL69AYmRpZ9Sm3eNM5W7dyGWkQ4yPLpg
1161818.46,CLhxXDchUtnwsn62Vp4zP1f2sRFXyZq2VjzvSeFRc93t
1161441.18,EKvN2xUwESbqt6xRzqUs6HpcaBhRMxp5TzVReckegrzo
1159562.8,6KoRkpRLvvWRYpbHFHJg3SfkRgTKzPe9P8CrH7ozfgae
1155613.32,orcACRJYTFjTeo2pV8TfYRTpmqfoYgbVi9GeANXTCc8
1155583.76,3XCyBGZKqMXi7EUgR3ZJHUPWt9J8GFtKBtDKuBmY8Cjs
1154605.42,2K7Q8hrnaTvhriSy8gqB7bYukpmcvNWSeDxQkqBEzYsa
1153755.62,4d5DdCcnSdz6c5Acqxew7yVju6foDHZpv9PbZ9KZgHhx
1152487.99,AvB7rAtbhm5Ftu2hz54FhfEG7obrcFJRMFFox6W99Emc
1147947.18,GcYC1FJEK6GRm4t33DtuQMZx1jsf1vJt8CtTWvrquyt6
1147234.74,Hewxc879FCExNuLZZkn42CN8jMNBUaqUfbkpFjbcdxfy
1146106.77,58VpPUtnZ5Ya3bmhLkKFQMpmucNroqzmMmsCGfMAo4pQ
1144841.43,B6NE1pFA3U7Am1fhoj7UyRh87CbfChQCLJFakYLep7QY
1144628.49,J8ZWHVX5CjZWcHb1fqNVSiwjRy21WFj8mxvFDddjbHxv
1142320.33,4guRujtSkfCsKfHu6jJQE1mMfZLB6r3GP1hNt4f1eFhQ
1141997.58,EjMyz8LevXkve98vS9R4GUzYa95bcMGZzyv2w7UUZ9Ye
1138820.01,9gS5TnkMcbSbvKB7qZV8yy2v4p5qJtpG5zSGyjVCMsL7
1133562.56,8gkKj4JNjMtaDWSt7eNjbEXQBNSRzLHziXJxtJpBAcJK
1130658.86,8cUv4hqrASqKrdnK35LEiD8LKdNC3DUrxLWF5a4JdKB9
1120911.59,HXaYWRuTFguFNvG2vN7gYXGssvUjwCG2p5ny933vLXjd
1119520.63,2ti1GBeBMrVVYZmFCx2xFijCCxYEwR8oXmTy7yWvS4kN
1117493.32,8a1qkzto7Ysom6bdKkLZMhnimWqkNftr2F8xP7pdFFXx
1114584.13,4WL1Ccf9iPr34uopFk91GoATNYRypX9KiEtoLC5FPPWr
1114222.94,5mCoDjQxaAfXF4NKYSqnH9C9aHXVcHDdjVwJgLs9djaw
1113760.1,F7VR5Lf98yACzSWvWHhTSU46h8pc4uyk5eHDQbU1dfEq
1110718.2,HYWo71Wk9PNDe5sBaRKazPnVyGnQDiwgXCFKvgAQ1ENp
1105797.36,88DfBzwhQGyGAcRu1mh277VdfP5M3W1nobGGRpC1FiTW
1105098.84,CgAqPuy2dDSK4nq6ZgAuMLvTTn59whFX6W3eduV5c62F
1103744.13,7GBD3t2xWGbu9xhQP9r81EEbwhFvSp3Si4ki4gi7Sss6
1101586.92,6ZNQkNNo2jBnKR2vL6zioRXagmJVgzDmeptsGVBDjVkS
1099400.74,8oYCuawsqLRAXswZAnKFbv3484RVbCYjsE2BfUZwDf9n
1095930.72,DogKbap8voKSGhVVuTYMy22Lnv3deMG1vqJpUGs7BPEp
1095530.02,84Ze2He5mXCyYZchAweoYRuFqkfK1vVH5N8cvebGUu4u
1095292.46,F2iQ6ouSb6G8miFoFdo6JCUMNWUe5EvPsXKQzAPUJD6W
1095282.33,2VYxExX9VLHfqb5awYEXNuRC814VqnY27bB3reGPq6we
1091838.12,8pdL2go8arWUVr1JrEMS8bk3mBK1571Jqcbak62Aq81t
1089446.53,GsrxsT78HVYPrFokhijxXYcPpNBoFoWf6xLvwCJY7qDC
1087309.73,DEsCPxKwF3paKDkKnhjnrh1bU8tAVtRwTdy3ieeisJod
1086813.55,EDkv25Du3kZxStNyPNdDsG7mVs5Qt6VPoXc9LTzGwjwN
1083337.66,2bZuV31edRz9Cwzo41WY1f26LWUDt6LUvzVNt5r7F7qH
1080073.17,xpeJ8Nsv3LuaWLCApkmHqeyF8RxaTTFSzishQUEyTmH
1076856.4,42NnTDjiHCCdegFMQXnPVGwqeJfJ4aRDwLLFMDiQKMGo
1074264.43,BcdMcJTSSDDsRavu54VyPSiRpPDD497EFDtyXQn7QvcG
1072742.5,BEW7fSvLJoQ1XtdZSa4FoJJ5JPqFGPQ5QXGK4me1n5fn
1072734.04,FTg1gqW7vPm4kdU1LPM7JJnizbgPdRDy2PitKw6mY27j
1071554.2,6hrWsCY4TyXCs32qTdChVEHPZtL8Jvd58ChTRiK3CVSZ
1071095.25,2QNikXiya19gz97j7XBNz3w1VHJrx1UYqHMw1t7p6jja
1068675.35,8sHfJ1WTV3HsfDJwRHtiseMsBHVrE5qNNrZgSYswxpgv
1068374.89,FVvackAp4rU5TFfuHveT3uA6Lwxs9B6TcuyyCvcFfVts
1068286.85,6R2Vhf9W5Nz4RQ5zyfydPAmaRHLrfEzEMWQ3xjFi3V5X
1067085.23,9TuCsL5QkYrkoyP9oXasPHN6Fa5eWatQXuzxYrzCFcUM
1066332.26,Ehqd8q5rAN8V7Y7EGxYm3Tp4KPQMTVWQtzjSSPP3Upg3
1066102.86,5UqYbnAaYLvWy5j8uU5c782BbTfHPm9owfowJ38GWkBL
1065340.52,CqWVLXaj8r6vud5SfFr81SzmFoqXa5daLi1WbpQZxuhV
1064724.65,3KNCdquQuPBq6ZWChRJr8jGpkoyZ5LurLCt6sNJJMxbq
1064288.66,8teFBoBfqK6oz4ERmH6i77FbQHBhiPzK5wigpovsnd31
1063067.18,FtPVqgoeatUKeSxAb5ipc8vfc46ueWf43nnuo5ghjkH2
1061880.78,8poSVxdWbbsPe2mnkEbjXgtxJVWigdzkaDVqiGes73VJ
1059372.93,EWXBW9KLekgeBFU13JhzGJ3xa24d66hhuCG6of1Kc3bV
1058397.2,7UTRmt1tpRYseeitwSPzN8DdZQTt9x8RLs1UEfzJdj5V
1054110.96,9UWZFoiCHeYRLmzmDJhdMrP7wgrTw7DMSpPiT2eHgJHe
1053736.45,Cq8D64EjfwMVhTcX9TBqCe3HF83U52zu61YRzztLURBY
1051230.46,HGDn7hCpWFu2ZgXBAAwppQPkMw8rnZEL5SYaiM5ysdyM
1050133.82,DQvsxqv1csG2BPBEK1cfw3yfkyZcCtksG1DzhqJf9LiW
1050078.35,3QCVnpbMTTLGyLfNj5H7Xy6bHti3oe5XQ6MAkoWvVUS9
1049988.04,HTn7WXL3MdffjDkRSgDcaCY8h4MncLW8WZaXMVaqYQgS
1049266.16,4xkneKAg6xUWFYpz7KK6jnj5P64KSAzukU43rawxeAd2
1044918.18,BX6cBaCbwMNucKaWBZKLhTpJ5V7SCXpi3mgyAFKswJnk
1042222.45,9MVmm1eMuiLXbcEK6Wi6PNRK3pd8rFvAZKhzk5oeYRv2
1039848.88,HxVCGqXRXtTprYzQbAmJYKWB1mPuKsJes8PorLikxzKR
1039028.72,GeaqQV5gHRbZ3KCuHTjKXW6QJ5jEuXUVp3Q2xRFSsEKM
1038164.54,C4FqSYbNuKDB8yWJAmDD9PLT47FH8eEiL3KcrqF5Tood
1037491.34,6ZzWpyjbieCqzCDyaeYZKZmT9C3tcprDNfQR6xpzB1yr
1034577.51,3cuNjFmriH9Lf3iUvrjtLQ891bi9ByAvaGtypartQ2ne
1030859.28,Ea65oPRqjsb2ZksPdz5hZFTR45eexpEM294WwCf1yCvr
1029975.88,D7ENpdo1MyiZozqs8Qt2xfiU5nfzPZ58QKH14YuNa33z
1029755.11,GCwWCvfRwSxdnfUs5JgmnAt8HRfjfhKMu6E2ivjmRzQZ
1025948.43,CzhMJeCcYsrP4M5Rkd9fcNTaj7XuDHtNJ7Q35axaLLxT
1025245.29,EeDGYqTu6gNSoo9phLoZPTBfvCcMkWa8wB6oXibc3UGp
1024173.86,8zFZHuSRuDpuAR7J6FzwyF3vKNx4CVW3DFHJerQhc7Zd
1023092.61,9y4B3y6yQEqrEsmzxnJxYuhVQPHvk5DQHQabKjhnFnJY
1022158.68,5mGiwKv373diNEQTfWgApHKPQTmRisxhgGq95mp1oRBZ
1021769.36,ERjCjBRinnL5zGgURC2DneErtqzojV7oNHhqiGnHcXW1
1020900.62,HQs3q3nrvbdg6BXEEcyRWudSoNQ1jCEymMfhc7LEiPKf
1020152.97,9VvVNCq6YGXA2fjTpa6bszEcm37FQn1wKFq2xMMjVaKp
1018838.94,3jgub3P9KP3XA9Dwh7XpKu35BiQNTZZXbPmfBAJMsroL
1018635.59,9aNLBhhNnU51Q1DHkQypBWgV3b4CeuDFjV6rNfyxoStf
1017906.75,GPhcNho7NzxEGbzpsCR7hiLgKAWepq589rzo7pVpqFE9
1017465.04,4eBgmtMNH4wL8rJvgSP2SLAATP6qbKc5byunPCBiRzXk
1014354.04,7HGwBPjoGBqHnSPqv2JF9QnySKuojmUKgH8hiHYGesQA
1014282.49,688JbXUV41wfrrh5LG7YMHaAaN7FXDXGr8QezZAYiejJ
1011958.74,HsELu8VtA8vGRo9XGgX6XmbCcaeLCSbsDojdWoThAYk
1011725.14,FZ6rS7eqktH3rY6tbq67hRFsCPRDmovofiCcHf8EPs6X
1011522.29,48DPMy5BtdXe2pYDK4QfXrrkaurUFZisdxoqtf84iT6i
1011262.54,5YET3YapxD6to6rqPqTWB3R9pSbURy6yduuUtoZkzoPX
1010093.33,CH9i39Jga5ZTsKKadFd4N9V3GUUXjn3gPxJhePTeoJ22
1009449.45,Aa8dkwhgB4fmRgTzCo6zjUhFN9pFCY9zcGxJv8n6Gmnj
1006970.31,7nNygoLZerLiYCb3gEhYuFZYUg6gLBBCNmBQX2pHFBcj
1005522.16,DTxWNSCoUKvdRNtgXmJipEEC5AQWEB1TMnWtosRH4w75
1004201.74,9xzWdPjah2kCbSeDp6smUV3yQBErLd3wqwbnxWfLRUq4
1003268.03,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k
1001740.75,7HzeDxUWkpbdEe6RBwfZg4rYfu4pvwajMwh97mMobFq6
