total_pnl,wallet
2389908.48,GckH2awrcFZXD7ceTK7E684h4cfBFCAR1KHnFYKi4Zes
2387263.14,CXWow32cBFayFvD38QMEirCnbJ3yhEXiSFArj4gKtw3k
2385265.64,SJeBGZeNrrQ587v5kCRyZnkpN5RFQCy4ECo7yqhSb2U
2377751.16,H6RErn6vTw3ZSLBN9iNpP3cAq8CETh6dy6HVkEwPonjE
2376870.94,62ayF35G8NvnwFKWRNkMvypsVMyar6FG8S66x4T2FmFr
2374371.16,9oTsfYWULoX9V9X1xJosKquiv2RUxia6XTLZHn6aa5BN
2368186.25,qvSvybSeHVaRCSVg1eWUwPHCXh2B8GrtQQqZZmoe2XF
2367198.73,CGhPV8rB7c93ovNPCW3KeVKydMqUomiqPbxvJfkRprVn
2363592.58,EAidUwbaz9vu9ZLSNiDHiPGf6NTZRdzUUQsQbX9kowWa
2359634.42,BAmNcRyE8iSkfeppaTbFc77RJ867sFUSxaFqSL8MLrAS
2352089.02,5TbLYqUF4aAXYQeMDdfLuTZTKHy6EySMdJzXpDu81TVn
2351846.99,CK15zgbG3SSbCFtfnn5TFKswzBxSTWSvaDNoVBgbKYu
2348277.31,8CLWEyb8GKYgRJhmK4LUqg6QRMXyyTeDdMD8NjbbVEy4
2346335.66,CGS1LaRMqtv1tFBjcP3Artgqg5nz2DMtpVNGSUWY993G
2340475.39,EFYbFKpc6m5vx3fQjP1X7zfysMko2nh4w6zMfLc2jLRW
2337635.39,8fSnLTnRViK83dDesivTsPx2wiRhwti9xoafeMGjEyLJ
2335003.6,3jWagYkLiMbFun6qjpUqYkfSaPjuC3v5HwrtPXP4hP23
2331386.78,Gxvi21TQFxfSYQnonZadATrpDvCx9tNjpxpzV2EN5Ays
2330546.64,sD7s11yJ38VYEaWXDLNp4BiBtgtKXHdN7VLSLpyss38
2325470.0,FwTfPJqCFKuRh652pURrWt6hZTT4jQtec8ExZ4h8YgCH
2325130.46,CSiZG5sBsNDgLmbEH54hfLNAn3f3JXVsTqU1LzZTD3KX
2323002.79,EXgXjJmwPpRaYQKQo6zvVQw2S1P2bDAzZb6gpjpNabx
2317705.13,EcJPtReKkSDQhTT4RcWhWABoUp2HoZ8qJNikB6G58s3R
2315046.58,CvDD4viF7XWf517hucWz5o2CUyFMKXZNEnrQRtfKAXmM
2314731.75,221qQX3TNshm5XLV6Ei4YXewhY5vuxdGn6i7aHAF2xef
2293879.32,BmanDqQELF7QY5uRPw8vg3eMjR74WZnszKmNbLJKkay3
2285228.7,65qGwfc7kw5pTvBzSqm1Cvgh7FYNkXVpDrxJzHNJmEC5
2283085.8,7k9EiHYnvYAANhxE4jhjCS9KCLHoYmACfvBTmdqSX7SN
2281338.98,6K2d9LvM3i47P9FxzEQP4hXZwiHA2c2wgfzGTeTvJqj8
2279663.69,CUqjTmYihCAMuwmqNvb2jKBC3bUR5J2Ek3Xw1qF5Gsb3
2269708.46,DTaxCwcxZ2E1vNmFLDq4qwjFT7MmroDfG7urBQKmh2sU
2237655.0,DTQ99bavEJNYyxtVZGX877AsaHbi2NccLpoKAPcaKsSt
2234842.69,7imishQeQy1vyxgkZuWqxWaP2ej3DKoHCb9dyJmeyszC
2231903.2,8AXAxE22L2jsenevwUQbAoty9h784FXj4cWngWVUYFAj
2222096.79,FR6D4oNcsSAzRT185QTnJY5Qq6d4uuKbVDEJNgTnMWWi
2219036.19,CKXzCmgNgQGonGvx9gpaHV9RXg1fHrMkQWmyzFuy4Cbv
2213582.52,DqrTpRqgiEE5GKePgYkhRyR2Vx9XnSJrV1Jd3ZZVECLF
2205805.76,CH7MJuK5Kh2e7cribybdQLPzSxLqL4AgWwKZgaNoHA7J
2198188.55,68MbxgnxADFnkijppvw3dTPu3NRCiAYGtCCrkhUTUPfb
2191802.46,Eswaek4iZKHaVuS2GyQ96DScmfcf9eHLxdVNNyHDtoFk
2185526.47,AhHvHMKh3C4XxpAX91n2HrR6GNBpF8dS6LQqyurkr1H5
2168321.96,7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn
2158075.64,85H7h4PPrv4TVoJaSD7MtvdD32kuR9tCZpA8xjATJcm9
2145739.04,5AKFeUreeiC1XGjLzRtt2ZLDuf66yJQrsh5S1vCFMtfc
2131345.61,EB6Th6532ocmRBFfxpakyaptbbfYCzyYoW1m8yrefMEi
2127586.39,6aCaztcQgPXBeLkfYCGpj28qBqobytgoxXHecK21Bw5N
2083377.68,GGMfitHUT1HoRHi4krnBFQKsQQ8xeTwu9CxEYiCgQSgt
2078779.45,CLegS2MSiCsBksVazCg4Y7Gz3NqeBK21QyvzK4Q7S168
2077068.08,DqAJuQkdjxBgC7qGZ5UitzSrnKRUuvuBArpJ7eHWAMpF
2071307.82,6iF6Tr3fV9TLPWwo7njJmV9TNzW3G9LTDiwxRcekKWVU
2068829.6,E1humH4sxuBZ6whLPbaxi3k3eu8EECG6PVQjdc9jYMkL
2065769.01,5Xu8p9emHTkuNQkPN6D2ygkJypWo1nbUzbjYHUfXcNuR
2063865.78,HWarkScZiw7Du42zue2wLXTgz3AacesKTvrcsiWbgk6X
2056244.95,3JPYL9xEPFjefV3tccrUwhLzME1mMq2dQSDeDebgzQi6
2050899.65,YZfpcxQAKxoSjWf1sqVS5KKhgwxuS3y8h4xYCjSDXsZ
2047298.41,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
2046708.11,GSDhELGNGapNRUzehYDP1sqMeQjsYtsJ3SW15hqeBjs
2046140.49,HNPWG1925B9sfue9Ve159PpWdE1wcz1J4MkNvYjxfDBn
2042986.19,2q7EXuJ8UDjM8BsVm7BB4E93NG2p1EZo3enwu3wM8Qxx
2040614.85,FKy2QyHNz2H7K8c4pZnifdP3ogrG4JujwNEB5bTzFEL3
2024174.72,5dGTjD5zVSf4rFi6gMV7Vow27FqUdRKfgkq3AeJmY3NB
2015909.87,2tmvt3WhwHJtSEXFCZTxf7MziBFLz1vho9ssBJhgwTy1
2014788.58,AjiBb79QSLgieRn5UMeUSbajzzBJUb5MLhR9c4TEApXM
2011387.6,5T9SUN1XuaoBvBZCzn5SyDzUv1uJGn1vgo1QGUoq8HyS
1996224.35,HtjnvPjCggCCeKcpM9XqP3uvdbuVYuyYA2uitbWkB6CG
1991403.8,38nYRZ7ENv1QNZgDk2d5rARsQroCDC6pRhJmCU8yVMbR
1988374.75,tV5gieH97qoRynBbYqU429GWyMADEpzFSqa3ZHVrCCi
1969453.55,4bdY7XB6ZtpTFtLwN1zmJEV9Qdo4KvqYqWzaT8jkbjvb
1967408.4,ERxQZepPQfebv1oTg1dr81dkDcAysQyTzgMmBRC9SC29
1956368.32,9SDGYp82aQeosFhC8re8oNeJoS586tEhBV6zKEgMsK2y
1953744.41,9KjDmak4XeHDomsC2vjo9HdSQJUm4ePnrXQe4c5Yx5jE
1953656.16,7i23h6dEDoN32kFCcHhhmtDMbekQqJxNJFL6d2EbDU4C
1950665.84,6wTVWXQPCmmAJra4wFMoy6kae5s2FguHyhcXyhTGmgTt
1947113.15,8cvMnYZLUmjPD7hakmDCzfKL4L12tMRpBtLJTPjkiSqe
1945205.29,BuV9QKhkfu1pstvwzvWkLejfPTZiqiksWKd6yD33qCaj
1940444.05,BjBu4TA71fx8RYimzvcPsjK88CM2jxXSCmkHPFNRKFb1
1927418.82,HcqHr5FaAViLsCkE6FNf1FJwBu2xCrd62dcrqeTjMWYS
1911003.79,FyYJ39RZCMFVjakLDAXSjtMYNnCXgjV5U1tm77tE7mfq
1909107.65,2N8Cy7yxjogchRvjAguyQhqut38n7K69M29LuAiCvBGE
1904712.28,7eMHLPHhQnN7Db3FRcTznjvivf3YJhi96c89Z9XwrSY
1903100.82,5Fc7o7MexBkAxw5QgiAe1fsjo8NM2UaYJzcuA3QpwRJz
1901941.34,4rkN6ZeSosr4ZEdyhNjG2dKM14zZ2LibbjboY9BfkqHT
1899735.65,6HxK8tWoT3EXcNYSz8kvVG3c1CexPCkzm1GKpXwTwRoA
1893156.21,39adstx8GYc6i6iZ5YrjBmgfYaFgu6SyQmtZT9RvwUHk
1891863.74,ANPDoVn9HnwRWmc2USwd8TE9DM6Pg1KVMDcgazux8Jnw
1881781.6,AZcRX681THmMRkL6ZvSpHXJBya6mLwzZRi5PBoDrAUYB
1876855.72,JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy
1876039.23,9pLzvD3s5g7nWbMbURPvYQgHp4piosoVLrxiEgr58v3d
1875832.04,2VCx7EZVg16t9nDJcdQ2qRuX37t9Wyc7mkAAqmVn7wMb
1872494.27,4rkN6ZeSosr4ZEdyhNjG2dKM14zZ2LibbjboY9BfkqHT
1871519.34,41CMkTohu1nXSKNexVxWYK3Xwe8Zgox9ag4CBruFBBv7
1870115.2,GSCGQm2h17NAgNthCxbSmiu6iNUD89tT6Z8xyCCYPhdd
1862980.45,669v2v1xexBywnQjDPGQqx2HThjYUhNPuexGmxKaHycx
1860353.54,6W35UtyP6hiHFWbW5Kn5zbMJBptwtkgv3h3akvDAHy22
1850990.53,8eKPLevBTQoQ6v5ABWsJYSA3vJgCy8N2cPVMFLQ2y5tT
1844753.28,BkcAL9ySN3JDkQPrAxUxUXDamgHq9xQiEQEgvoZaqSBx
1841235.09,73LnJ7G9ffBDjEBGgJDdgvLUhD5APLonKrNiHsKDCw5B
1833991.09,BmanDqQELF7QY5uRPw8vg3eMjR74WZnszKmNbLJKkay3
1833738.55,JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h
1827846.49,DtuDYeFooPmD42jBcMcVZYvqoZH1Fx1q8bwx3ZDxJqWv
1824874.31,Gcfv7nTZm4np279ANZHWyp8CK3tXXzuMoJFa9APzscox
1824235.56,NT15mpF1u9XZxV9rW39TdCxXFHS4jxsG8dxuw6t2Jh8
1820587.22,HdxkiXqeN6qpK2YbG51W23QSWj3Yygc1eEk2zwmKJExp
1814675.15,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
1810478.8,7xgQ3aSjGhqq356Ys4BVmDrF6GJSNX3ychTAeWQgTZEg
1805302.26,5YMQVP73HyJTTe6g9LXwTb3t8cQ3S9VhhJvyg9bBiU6A
1799213.57,6SEg24fHHVrCX24RbrQ7aFjTfsERzN9uEBD2znxXYoo8
1796697.28,CebhYDVwSK5bxN3nacD9pzSy5QFDHMXnAS5BpjAVAbsu
1792998.53,7h7pcqjjm7hnqbzfFKEd9kEHXMvDSxMuatGppDXPzQQW
1792864.3,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k
1785250.64,G5WdNYEwF3iePH4ALBD21A9j1fYDiejEg6AxvSb97Ajr
1771660.06,2oLAt5nHoM8jrfFqqDvYcehXgn9oPkySCJsA1TALRWAN
1768377.14,CcTMq5wKfCPtXtxb5fscsX55fc6UrksvdT4mpoCAhKkk
1768356.33,8ttoUKnZV73aC1cag7hGaytVL8R16PTv4mDdykGZD6rg
1764637.83,AwSyCM8jkiaupUMbw1MyjQx4Ym4Bcixz5Kraga3mEpqv
1759535.79,9ZC1a1Ht2F8ikNcYwk71aZ3qydpktVWku9u4wVSkW8ps
1754925.12,2nNU2EfKSHa8Bq2vENuaxUxduMgWWLiG5Tq5wsoXyNyH
1754182.31,AuaDJ1ikDYKJRduziVv1E7PNbhriRzoz82FYj2ySUdT2
1748323.1,694X5Cuvx6xs4y2aDBu5U1RkZS4RTbcUCZ8qLbH7bVPc
1747984.89,9bV6iCKENQZtZMdQkEeHmPBLXxgVPJHhvTESm7DzsbxX
1745067.31,Gp28ETfXwNeKnNQtZhuwbPpyx8XmuL9oDuApeVtd6KFp
1744274.73,ERjCjBRinnL5zGgURC2DneErtqzojV7oNHhqiGnHcXW1
1741579.44,46W9hkMxtQfbsD6KirfZHoPuBVvTXj6J1mycdFeTrwEg
1741145.8,4ZuSrrXGZj6NtGNinAF2AA4YrSSqYFvNX7AEMfD2jykV
1738572.95,DCRSAhR9Q4RVSKX19oc2Zq7j8qCw3V4X632etRRX8Lr4
1736771.17,4afXtExJUx3cfqkCLbnDN6KyvZDPL8VC2Mv2gknHjazH
1736499.36,EXgXjJmwPpRaYQKQo6zvVQw2S1P2bDAzZb6gpjpNabx
1733163.32,4WPTQA7BB4iRdrPhgNpJihGcxKh8T43gLjMn5PbEVfQw
1728834.24,DRvo33hjSs6pNQ9qUjz9AT4exa4WDFzRLaLSypS2Zbjj
1722777.58,6bVLiHHZUQnj5UsqMh9zTme7pzPLm4cVdnzkThQz5SRP
1716501.03,HrUvrcRSNn9hZP6rXHnncxGw11k5dMtLxrsfFePUKmbA
1716370.31,JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h
1712898.86,VX1YqY3APMP2mgz2Ghen1Avf7VdqTYbn8auGTgzPMA2
1706873.2,5P9qzUKBRX8H71gey3P7Bwf5kMLKFkWBsHQRyNGxC39J
1706381.0,39adstx8GYc6i6iZ5YrjBmgfYaFgu6SyQmtZT9RvwUHk
1706350.27,9t6HkjNC7WYwaaoBXncteo25BM2cjzaD1t7csc6C1nxT
1693160.3,BnMVjL7wY1GXa4EDBT33efk677A4Uny6AhxAXxxaYxzx
1692818.32,EYjGkiKg9DZJRacntfkAPPYacTC3LJ3um5zkX987Vkc
1690287.38,5YET3YapxD6to6rqPqTWB3R9pSbURy6yduuUtoZkzoPX
1684052.83,ECcafvKE2ZLYwFoBpJWo98Yv3h57f8zPC3juiNvQs99L
1683969.42,AcUm7PunTqCYnLKD5ZbXaA4VtrWd8jccwPFCY3yMvLRa
1678351.77,8MHU3NwzuwpkcrF8S2nzNXbkCWn3TdE9UVtB3bQWJP7b
1663578.95,DPJQESVtc3uxWMQKoqWkUQxTfDuEwa69xbGr2Krku74e
1655099.43,3prB1SNw8XQzmtscWvqkTJNoFjgF5aJRpzh8JDNiPUGX
1654624.86,CB5e2EXjRCUmni77EJ1pWELiPnrMqZ8RzHoz4RUKLckL
1654373.11,3AxTU3Pruy9LQ8AQqShktiEU2g6fuSUuEGVLBy6Z9tWe
1646329.15,65jT5wk8FQyUWcSjgBsBRLU5NiSYGVYwRSKRiopPNAQ3
1644468.61,Gq1TJ14VDd3AaeVyXZfcduGBstR2j7NWx9Yciz4N6EB9
1634155.53,434GN5YXisvnYzcsmY9JrtduevPAHnE23kxAQYE5Qd5E
1633877.0,3Bufr622AC4ZVBtztvrsS7impwgR4stvVnwZ5aDynY5x
1631341.2,4bwrHhrWo8mUwvjEhWTP86FZeJQjfcq3iBEJkyDaYA9A
1629156.65,DyxDNLA3U4vxYL2Vd8eEM7bdiD1KAphwGwVcDvNhXkzp
1626268.51,EPmSej3befJqJChgPZNmoCp3zvVs1agqKmpGffpU1A2y
1625968.08,3ihAGnxUHGiw5KpLqt4F8AhubhJDSAhapGuwMRLLGF8V
1624707.63,3JnAaZ8TpaULWwS1foayCVNAYPwp3oGXYMeDNSm1TwXk
1621920.81,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
1621552.34,6tRZkbqwy99hWuExk8TnKYpUHHcQ6jb4FjnNwjh4RkHY
1621254.26,Fd9C7mKxmVh39EFovowmqtd7DjMF5KrvBybCwgLbnbai
1617915.88,GTE1YDQ9dursGQazNpphhF3RQJyimoK9nzZ3th9nuEUq
1611742.5,CAbjHm9UFTaJt9JDJ6S3aVmD4P8hagJitAFJsDjtQ4tT
1606409.25,CSiZG5sBsNDgLmbEH54hfLNAn3f3JXVsTqU1LzZTD3KX
1600654.37,6RFEC8fbB5joxJeGfrZNE1tUEEzBubHqR4GEimxyaHjy
1600422.25,3prB1SNw8XQzmtscWvqkTJNoFjgF5aJRpzh8JDNiPUGX
1597040.04,724RwfJsWWzjuagakAzkyAza93tbJT9r4wZPTDpEZi6x
1596739.86,41Fihp1d3W4oGDCrjy75W5k3E878Kw8oqt8niSbaDizh
1594071.23,FjpyDvA4BwWbQB88CsuLbAyYtKKHHaCYfTVJaJgxxwx6
1592661.94,5UATnGWCexXeiRhBHPjpgkRvDYEH9XvQtwGNDATxDCS8
1586566.26,38ESLHdJkqNvMbJmbgsHJGXjJPpsL4TkvSUgXegYgvpr
1582299.47,3hctjz3xjyGx8ETpEsPMJU3NssFiZFZYMrbWJExvXa1U
1580424.06,BXt779uGCMKXNr9ecU7fhcUdRxjgowS1ExYtwNEEkTPZ
1577783.49,5MsB4V7eqvX7P5Sm1UVEr4Xw5CiH3xBPkbCfPpHoD8Kv
1576883.16,14XjPZKJWEkTbcBUSguBUeC65nek7QcB5LSQo616PULb
1572746.72,48qScVrmawp14WQuEyGVWLDUmPsiizt2Y2Q9ZGVWrmG7
1567655.73,8h4AsaX7sNCvXPZoHHEWXYgPoxnDAoSUc5BskYfXzg3D
1566475.67,9SS4UPH7mprnNyoLmcGyHDdbwR5DZhfR7VaU1DBT1AVH
1562344.09,28MyYrYpRwAwiACFwKQbzJ7LXAq3tSBPTJzrmG6ep1Fi
1559777.84,2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH
1558984.27,3wB2DfkSZmEdqtwAeWpEehLJiFS33SPUVRs5fbNqU3fo
1553132.08,3QUvsbw4teQ5gTNBc94ELr5ZU96xp3iuZXCY2D3AtXZD
1549167.78,Aviigqoxc4HsNod2mxuMAxY9kpRNgXcNuiQ8YhAszxK4
1545953.58,AywqnZuRct3C6yqQPFoHrSx1KNsNQkvojBxJ8NpAMCyZ
1544346.3,F798uRiw4eEZtqMHLDsJho9r7h8nhtmRSAaU64CMf5HV
1542564.44,GsV5Hqhe7uxMjQv1vQyV8uSPz861WhaLWKJhr1w4HKUj
1541417.41,J433tnmDFbCrXwcVcmdiFKAuSuPuB2LTMq2qcRDpSjKE
1540714.24,6AwqhVU5rx3sMovgCwc5KE1prBZaZZJSGgYSKmX8qg31
1540314.12,6MthV4EGn64iZbCunBWie9ML6vZfsTyD28Fb6a8fB6Sy
1536995.49,EK7Qhhv1yzni9wH9uBWso9QYPZGpn2TDtCorYy1KyW6B
1527733.22,6fh6sMWJ2RjVqRH3SuQLergayFtkfdJWvUtS1jw1EZiU
1524750.39,g9URhUnhAWWyfbCck8GSCmXQnkUNFDEmQ4z1brapist
1524313.0,EJ2jyVUceCYvC1HxY77X2adre7Kcf8sQaucrKaQtVtXs
1521571.68,32waT8GLZCV9ihc3xMRz38hwmFSQ8f52LWSesks9VQKf
1508566.24,GTiCQZHknSenLbpbhjrztxDGwWr2fUPJDkefjKRZTwVa
1501121.77,3UjuWkeBDpsRsbuCZ1BgeW5K4xyygePoViH2khSsHfrV
1500855.21,GuQYW7pYrCzcakhtwhx1xmwc1PSEHMzJiDJpX43QJYio
1498996.83,5VhYqRkpkNhgP6c1aToL6dXXMEYNz9hjuvGEMZ9wvsjg
1495062.02,BRJGzKD7P6T6Z1ToA2iHzkfW4UgYJrCjVLhD9kZoCQAQ
1493693.86,8SbikPY8PBhy6mvgG89egGFDHriVbRzLLQhMtjjr1myF
1493515.51,Ep8zxFpVyC6YdbaMTBLWRvcDwhznGBPhnkqvy6k3mnig
1482915.02,D5VvqAQKbKAyDPDNs4ofRnRpLcNbvDFzYFJasP75iAcR
1471969.4,Xh8HJaeVFfLJpnG4uFkQA4Vv8RpKJH4CZrhzJZW22EZ
1470476.45,EZwTZYoGENWuCP39jiGtjgifTGoSanvgLTGAjSw36s5K
1470451.8,DxjmHXm1p7cs8Tezdf2EJm5xnwp9QC2E8CbfD1aXeH1j
1469032.97,CTrVfTnaYctKDBccB6rzPVnk9umNvjzANBsi3Ls7rZcN
1467231.78,76ULMs3hc1JsMNVaCeS1g9FsavpAGHeoCY9jxZWymHjY
1464600.17,G8UC9VBWq59fBPexdfy1CKxtQ3kcCTkeYMcmERReC2F2
1459545.45,5kF7wL9ynrm1vBvq7EkatcoueuAxnsUmS34hfsSDHHJL
1457322.15,CYSX1Etwgq2hUut2gkGULWUTVKy4rFL8xgY54isDhL3E
1453677.24,2cyYy2zPyThCJAVcD4JhqnTWnsTVSVJe55Gw3NrPKBf8
1451270.47,Hh7LzrcDvkmkVFbEfJXEv3rda2qoxehrCVPMk3am9wzC
1451072.08,DyG1bvVxQuG9v4wiZh2j1mvCouuU9GRcizv4DkDtpA8Y
1449933.58,J5PruodN1piFK8p2r1cUsafVThP4KGuHg7RzHJsB2oqg
1447570.86,AuvtNJMmzL9nhqGphC5ZLbur7s6wjtrVQRNY9noXWoFJ
1445203.65,FL4j8EEMAPUjrvASnqX7VdpWZJji1LFsAxwojhpueUYt
1442836.97,9yhYXo8w4pj7pQXuxZKFyuz5hXZFXRF5UQ24UZEVSihK
1442641.98,BieeZkdnBAgNYknzo3RH2vku7FcPkFZMZmRJANh2TpW
1441695.62,8zFZHuSRuDpuAR7J6FzwyF3vKNx4CVW3DFHJerQhc7Zd
1439917.62,7gQrnrWnLnFoDwdvWZp2p5diiSZfz7xcR96MMprfZSxE
1434167.5,8cXMP1aDWMi5hS6vc33XgwZGDJ12BXWWXRSnM95P4WPv
1432667.23,36uPpYrcjVezk8pZqAdCfBsy2RQGkw3VUCccQMc9YNCD
1426137.62,2GSyxWRhPrwRsqY9Q6LrGsbGWzX7DFkXU7e4n3G5PD7r
1426083.57,E82uKSzbi1YHuEPDkVV93xz5zE7phNeMmENQieyyX3kH
1425674.99,4pKGtqvpdGpioxvg6vsjPADYW7twk5jTD8s6V7BwuLxC
1424282.12,DAt2GSMKhyjiqeSV9WZJShNRBaQH35H5ZQEzmVmEbTiN
1423284.36,F9HrC8S68AnnVpF26JGkxfMxw3EiG8PN23YQGpyzvR5t
1420610.94,Ay9wnuZCRTceZJuRpGZnuwYZuWdsviM4cMiCwFoSQiPH
1419934.25,4RdA9pordAbYrY3ZYT8zJdJTfHptbFxxsvQm7sJiXqgZ
1418009.54,FhxYLodShWbhYmm4LtDjQGHTAVLr5NuR4BtWENZYMixM
1414158.15,GH4NtrMtTrxRDMbQacT6bgyWVwDkoujLnCYwUY9pa5Cu
1412932.03,6wTVWXQPCmmAJra4wFMoy6kae5s2FguHyhcXyhTGmgTt
1411232.17,6PK9d3vsFoUQRUjgM1cnS5xNsaiAPCt1dGSLA1DMjaTL
1409934.63,3FpdUJbrr8ao2iUkfyhQnUuUbHjEW9RVZ24ZgjAseYY8
1397057.91,EJikoaCcBJo8DAPhnuJFQpVwiJ7c2FPY2h7u68STojTZ
1394137.56,EwviZypQnTpLaqzRiVFmdLQsNF17uC3rVs5dkA5zaJSv
1393341.5,GDGhmezU5VSYkG6RAjmqPfkhKeUmxRQCwzQ4iW4bnLG
1389210.86,3fETRwsEXvyd4KNzQmL381SPL4EzPNtHHUrjRzMpAcw1
1386104.59,7jNj82KrWjk3zhcQuWdKKS8izS4XVGdser6CJ9VQSvYJ
1382402.86,722d254xnMZ6Y8vWcpYbkYtJSg8JeGNhfyc7EKtnjt3R
1382128.07,6ei2MaChPFcGFJQ56cpSguitHSs6ac3Td1gZpucHj1Di
1378210.6,HtoipWusEYREo881qCjdfbSNywgSzG16JrnGcqF2Ag4T
1376244.25,96bdwZ1DVoHkMFBumRio6MRGJRoPt58PU3ykNSU52iz9
1373747.17,H7Fr5kNSdJhuV5Wo97ByB1VLCwoJ3tzJ8Eyo47Ghxzkp
1370184.89,3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV
1368422.22,91n4zZwcoMrQGKxqN5jWiV5VU91fhoJjijPakCGYXYZz
1366949.38,DAxtWR1GXQK7UZ6TSoV5X3gdh1TNQkXsNgRzSGnU34JE
1366021.82,F2sZ7e5sHvA4rxjFjGhJXTNttDzGNn48wKL4psuhuy9V
1364601.24,BuZcQD6pTk9KSqL3j5PJnSjrhLVnzXKEj4VpmnH7XvQF
1363384.67,H5bZDeY84GY6R7qUZMMdNjeBm6FHs1yxf8FTHm2ijaxh
1362538.73,2FFsQLgSqhm52BX1uDcobE1dVeQWwaxC1SUkggqNzQ8H
1361036.44,5hiNWHL67K7qNk5TKoaRXvjGrmGMxx9kuHeasHqm9XeY
1359870.86,CANiQeNSC64GtbgWdt3R75zzcprEX8WQfxdbZM1EbeqQ
1357300.49,BACzmQWg6usC81NTRjDnCHjNDzpgyZtn164SFoBTjbMG
1355092.18,BLfE7E3hzUm9SCbx1dK1iuUaX7sYMQdNfw7LMUrU5JzD
1352237.17,7DLi65zbRDzdvtdVWpr1yy6cgekQYFo848UTxLt14PjJ
1352070.06,9ghBDMWQSwtxHjDVxenrcS8evpY7Mgr8FGdjLBskS6DN
1351531.97,AVAZvHLR2PcWpDf8BXY4rVxNHYRBytycHkcB5z5QNXYm
1351390.54,Cg8iao6paEhh67bMKFfuMieQGiXcEzS988XAie1JFSA4
1347715.59,DScqtGwFoDTme2Rzdjpdb2w7CtuKc6Z8KF7hMhbx8ugQ
1345221.14,8teFBoBfqK6oz4ERmH6i77FbQHBhiPzK5wigpovsnd31
1337484.95,CPHBzmbcYB3s8RoEWQG1a2pgQ1ZCPsFbvujvS9JfwxQA
1333475.03,9arR1qnasFLLzgXzJmRE8LFYpM7niC1bnJnhNoHBBqab
1331158.09,HnXJCgzt1cxEQvjrHCc9wDD61tmmbvf6TTXep5nrm3nT
1330538.52,B2BmJ2FVio36j4SH2fYCWtdZPrBgQnx8ovZ9TypRbYfY
1330122.28,CkAwcescTFEokh944SWAqoSFAwgQ1KzcGm6EHYiF8GBJ
1329373.89,AFfsZ9ehctGiGgVoecHGujm4q5nSdVHMSrCeckSsW4tB
1328697.68,5LVtaiw7Zpezy3ZJ9A8tKQKfTedZ9yf2k2uJmMshKJD9
1328594.35,GdX5UHTjSNo9m1Da4xVMHyQ4buUmaZNCgu4AHJf6Q1jd
1327136.92,9BJeB1u8zYNz5DCDLN35eZW5BdwP1pNs6HzPZo5hAXBj
1323914.48,HdjQrMEt23aQTPYiU5yiwJKKqEzQmz971MvuwAeVvgGq
1323258.75,5XiG8SCkdohoPRxeWWLizSDfw37g3rNSePMmp15RRDv7
1318403.95,6HZ8VXvasY8Yt4YSw4McMuoD4bJw9cavhRvs69VcKJyG
1318347.26,Fo9mpDkS6YkEZtMVhT68LiPerTdDmd89rbvHuq9FKVsN
1313104.09,6igtxRDiGqZCpzCHbXznXG8NGEwnQDRCmrFmBQGJT11o
1309937.32,688JbXUV41wfrrh5LG7YMHaAaN7FXDXGr8QezZAYiejJ
1309382.18,2Wy3q43cdy1Dv5TD58xct2yKzaGxRaJrA3vPzRE7QUfh
1307717.8,zNNjMt94qeW8pUrPaD8FLrir9DdnRBBEk6zcbKLxQm9
1298369.09,krodfwqL5yy5xNVrgp93QSrRNW568G24vRDfq4KCDDz
1298025.78,6Yum2vExT4zYGhNcMrHmPr68zhwEuKGHnS5pVgUyMit7
1295277.99,FdvYZ99wuATUdd6fuSqyAMJRoGLrcHivnuWHxgst475p
1285223.4,GfsXEumbWnndhwUt7X3RvUM3QyrdcZ39KYSNdH4wGMeE
1284903.1,HaSVPe8cQBDkpJofdfWcmJKCjVh6pFFjGp8viEozXhZh
1281722.64,9pLzvD3s5g7nWbMbURPvYQgHp4piosoVLrxiEgr58v3d
1281619.67,DXxnfwRKnZjNjGE5duKmvHDaUjSCouYpbzkpCLLN8CQg
1275736.61,Ef5HfZtH91vJDNKG4U7QPsgMYXHJsKeZArDKBeWv5Djb
1274156.38,3XcHbc5Z7GfM3nXkP7NE8GT7ZawVsekxEfmPCofD1kcc
1267515.96,FkZwrAbE7Zze4NdqcFVTXhM9fktyfzQ5Ufp8K7v2H6gY
1263860.74,8EMhsZBqnHGwkQuXSDz2QTHRkjqF9NwBiZmuLD9aSZAY
1263020.86,3Kn3oZfitap6dP3F6o5fA2RNBms5LrR7eCjqg6iGEB5r
